,id,finishingType,readyToMove,IsCompound,npv,npvPerMeter,totalPrice,pricePerMeter,deliveryMonth,deliveryYear,IsPrimarySale,hasRealEstateFinancing,unitType,bua,bedrooms,bathrooms,land,garage,city.nameEnglish,district.nameEnglish,region.nameEnglish,compound.nameEnglish,developer.nameEnglish,financialPlan.downPayment,financialPlan.numberOfYears,financialPlan.monthlyPayment,Calculated Price
771,61efe6a7e8c44787366566a7,1,1,0,800000,800000,800000,800000,1,2021,0,0,0,1,3,1,1,0,0,7,Greater Cairo,,,800000,0,0,1350000
721,61eff06cec1836507dc95202,1,1,1,2500000,2500000,2500000,2500000,1,2021,0,0,6,1,5,4,1,1,4,1,Red Sea,Porto Sokhna,,2500000,0,0,2500000
276,61efed4eec1836507dc951aa,1,1,0,30000000,30000000,30000000,30000000,1,2021,0,0,0,1,3,3,1,1,0,23,Greater Cairo,,,30000000,0,0,4500000
895,61efee23ec1836507dc951b3,1,1,0,3100000,3100000,3100000,3100000,1,2021,0,0,0,1,4,2,1,1,1,10,Greater Cairo,,,3100000,0,0,2500000
255,61939fcb50988ed12f6b348f,1,1,1,1500000,37500,1500000,37500,1,2021,0,0,5,40,1,1,40,1,2,4,Red Sea,G Cribs,,1500000,0,0,1850000
900,6187bcadceeafa6dccba6ba2,1,1,1,600000,12766,600000,12766,11,2021,0,0,1,47,1,1,47,0,3,2,Matrouh,Golf Porto Marina,,600000,0,0,1000000
646,61a8d7250ef7eff1c7f109aa,1,1,1,570000,12128,570000,12128,12,2021,0,0,1,47,1,1,47,0,3,2,Matrouh,Golf Porto Marina,,570000,0,0,1000000
298,61b223435f118d9163d298ae,1,1,1,550000,11702,550000,11702,12,2021,0,0,5,47,1,1,47,0,3,2,Matrouh,Golf Porto Marina,,550000,0,0,1000000
485,61b08318b34ca05f7abb102e,1,1,1,650000,13830,650000,13830,12,2021,0,0,1,47,1,1,47,0,3,2,Matrouh,Golf Porto Marina,,650000,0,0,1000000
824,61b0c4423582111f9e8bf3da,1,1,1,600000,12766,600000,12766,12,2021,0,0,5,47,1,1,47,0,3,2,Matrouh,Golf Porto Marina,,600000,0,0,1000000
102,616d51d6cc2d391fa6a8f2f6,0,1,1,2500000,50000,2500000,50000,10,2021,0,0,4,50,3,3,166,0,0,14,Greater Cairo,Mountain View Hyde Park,Mountain View,2500000,0,0,2500000
239,618babf550ac7c17e1debc65,1,1,1,750000,15000,750000,15000,11,2021,0,0,1,50,1,1,70,0,4,1,Red Sea,Porto South Beach,,750000,0,0,1000000
479,61967289ddc2f0889245ab2c,1,1,0,1000000,15385,1000000,15385,1,2021,0,0,5,65,1,1,65,1,0,9,Greater Cairo,,,1000000,0,0,1000000
988,61cdbbd861795c05c0bff276,1,1,1,1050000,14000,1050000,14000,12,2021,0,0,1,75,2,1,75,0,4,1,Red Sea,Piacera,,1050000,0,0,1000000
198,61e6b2a0071bfe518fdc41a8,1,1,1,1850000,23418,1850000,23418,1,2021,0,0,1,79,2,2,79,0,3,2,Matrouh,Porto Marina,,1850000,0,0,2500000
755,61e04686b364ba6026d29772,1,1,1,2000000,25316,2000000,25316,1,2021,0,0,1,79,2,2,79,0,3,2,Matrouh,Porto Marina,,2000000,0,0,2500000
308,61def02d3534f823126a81c9,1,1,1,1000000,12500,1000000,12500,1,2021,0,0,1,80,2,2,160,0,3,2,Matrouh,Golf Porto Marina,,1000000,0,0,2500000
963,61a8b32cc2b2446cf34888b5,1,1,1,900000,11250,900000,11250,12,2021,0,0,1,80,2,2,80,0,3,2,Matrouh,Golf Porto Marina,,900000,0,0,2500000
819,61e03fc63534f823126b0d5a,1,1,1,950000,11875,950000,11875,1,2021,0,0,1,80,2,2,80,0,3,2,Matrouh,Golf Porto Marina,,950000,0,0,2500000
945,61b74dd5deb36dd027186c1c,1,0,1,3265604,39345,9308888,112156,2,2022,1,0,0,83,1,2,83,1,3,22,Matrouh,Marassi,Emaar Misr,465444,8,92119,1850000
484,61d18cda7f3ac73df7fe226e,1,1,1,2400000,28235,2400000,28235,1,2021,0,0,1,85,2,2,85,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,2400000,0,0,2500000
152,6159ae79929dd58091853567,1,1,1,1750000,19886,1750000,19886,1,2021,0,1,0,88,1,1,88,1,0,14,Greater Cairo,Palm Hills Village Gate,Palm Hills,1750000,0,0,1850000
572,6141efc76372791159c69f32,1,0,1,1850000,21023,1850000,21023,6,2022,0,0,0,88,1,1,88,1,0,14,Greater Cairo,Palm Hills Village Gate,Palm Hills,1850000,0,0,1850000
65,616d594a122af94eaad4e84e,0,1,1,1650000,18750,1650000,18750,10,2021,0,0,0,88,2,2,119,0,0,14,Greater Cairo,Galleria Residence,Arabia holding,1650000,0,0,1850000
243,6198ec9dd429fbcb38a5e629,1,1,1,1350000,15169,1350000,15169,11,2021,0,0,0,89,2,2,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,1350000,0,0,1900000
693,61b209965f118d9163d203ad,1,1,1,1100000,12222,1100000,12222,12,2021,0,0,0,90,2,1,0,1,0,14,Greater Cairo,Rehab City First Phase,talaat moustafa group,1100000,0,0,1100000
972,61c8953c4b94e78d4dfdddc7,1,1,1,1100000,12222,1100000,12222,12,2021,0,0,0,90,2,1,0,1,0,14,Greater Cairo,Rehab City First Phase,talaat moustafa group,1100000,0,0,1100000
919,61966432d429fbcb38a4df43,1,1,0,1450000,16111,1450000,16111,1,2021,0,0,0,90,2,2,90,1,0,9,Greater Cairo,,,1450000,0,0,1450000
317,61925a699bb23202531f83c5,1,1,1,1500000,16667,1500000,16667,11,2021,0,0,0,90,2,1,90,0,0,14,Greater Cairo,Rehab City First Phase,talaat moustafa group,1500000,0,0,1100000
786,61cc38b9c22766c33ea64c27,1,0,1,2900000,32222,2900000,32222,1,2022,0,0,1,90,1,1,91,1,3,13,Matrouh,North Edge Towers,City Edge Developments ,2900000,0,0,1000000
649,6187fb6183b9d1093bde2f83,1,1,1,2300000,25556,2300000,25556,7,2021,0,0,0,90,1,2,90,1,1,0,Greater Cairo,District One,,2300000,0,0,1850000
309,61b91130098121c98ba24b74,1,1,1,2796578,30398,7971888,86651,10,2021,1,0,0,92,1,2,92,1,3,22,Matrouh,Marassi,Emaar Misr,398594,8,78888,1850000
512,619e4c7b672173febc166204,1,1,0,1450000,15761,1450000,15761,1,2021,0,0,0,92,2,1,100,1,0,9,Greater Cairo,,,1450000,0,0,1350000
698,6193fe6c50988ed12f6b4a5c,1,1,1,2400000,25263,2400000,25263,1,2021,0,0,1,95,2,2,95,1,3,5,Matrouh,Diplomats Mountain View,,2400000,0,0,2500000
402,61b0c351e1a0c8af0a244d24,1,1,1,1950002,20526,1950002,20526,12,2021,0,0,1,95,2,1,95,0,3,22,Matrouh,Marseilia Beach 4,,1950002,0,0,1000000
41,615d7cf6578e1e15fd98bd8f,1,1,1,3900000,41053,3900000,41053,1,2021,0,0,1,95,2,2,95,1,2,4,Red Sea,West Gulf,,3900000,0,0,2500000
757,61a8b2070ef7eff1c7f0e166,1,1,1,720000,7579,720000,7579,12,2021,0,0,1,95,2,2,95,0,4,1,Red Sea,Porto Sokhna,,720000,0,0,2500000
283,6196962df112cc1c07a35c41,1,1,0,1250000,13021,1250000,13021,1,2021,0,0,0,96,2,2,141,1,0,9,Greater Cairo,,,1250000,0,0,1450000
493,61d19f127f3ac73df7fe2556,0,0,1,1900000,19792,1900000,19792,1,2022,0,0,1,96,2,2,96,0,4,1,Red Sea,Kai Sokhna,,1900000,0,0,750000
135,613f4ab1146fafde26cb9e6b,1,1,1,2625000,27344,2625000,27344,1,2021,0,1,0,96,1,1,96,1,0,14,Greater Cairo,Mivida,Emaar Misr,2625000,0,0,1850000
191,615d7c0c578e1e15fd98bd3c,1,1,1,3400000,35052,3400000,35052,1,2021,0,0,1,97,1,2,97,1,2,4,Red Sea,Mangroovy Residence,First Residence Developments,3400000,0,0,1850000
798,61ae10ff934b7272dde9a209,1,1,1,1650000,16667,1650000,16667,12,2021,0,0,0,99,2,1,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,1650000,0,0,1100000
915,61b61cc0deb36dd02718391f,1,1,1,850000,8500,850000,8500,12,2021,0,0,1,100,2,2,125,0,4,1,Red Sea,Porto Sokhna,,850000,0,0,2500000
205,61d1a1887f3ac73df7fe25e4,1,0,1,1990000,19900,1990000,19900,1,2022,0,0,1,100,2,2,100,0,4,1,Red Sea,Blue Blue,,1990000,0,0,2500000
371,6188fca3a0af6f15abf184fa,1,1,1,680000,6800,680000,6800,11,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,680000,0,0,2500000
204,61e6ce56eb9d0d83b164514e,1,1,1,1300000,13000,1300000,13000,1,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,1300000,0,0,2500000
358,61a8cd000ef7eff1c7f0e628,1,1,1,820000,8200,820000,8200,12,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,820000,0,0,2500000
957,618b94079bb23202531d6fed,1,1,1,720000,7200,720000,7200,11,2021,0,0,1,100,2,2,125,0,4,1,Red Sea,Porto Sokhna,,720000,0,0,2500000
265,61d1add47f3ac73df7fe26da,0,0,1,2000684,20007,2000684,20007,1,2022,0,0,0,100,2,2,100,0,1,0,Greater Cairo,Mountain View iCity October,Mountain View,2000684,0,0,1850000
328,61a8a7590ef7eff1c7f0e04f,1,1,1,800000,8000,800000,8000,12,2021,0,0,1,100,2,2,125,0,4,1,Red Sea,Porto Sokhna,,800000,0,0,2500000
894,61d5a95fd1a46653f3b77b4c,1,1,1,700000,7000,700000,7000,1,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,700000,0,0,2500000
867,61e6cf2b071bfe518fdc449f,1,1,1,1300000,13000,1300000,13000,1,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,1300000,0,0,2500000
258,6188e45483b9d1093bde4f13,1,1,1,750000,7500,750000,7500,11,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,750000,0,0,2500000
219,61a8aa80d1d18a25e45f1d60,1,1,1,975000,9750,975000,9750,12,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,975000,0,0,2500000
999,61f95137103c79e927606c48,1,1,1,750000,7500,750000,7500,2,2021,0,0,1,100,2,2,0,0,4,1,Red Sea,Porto Sokhna,,750000,0,0,2500000
568,61d1b806af7b33368254b36a,1,1,1,2500000,25000,2500000,25000,1,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Areej,,2500000,0,0,2500000
694,618906eea0af6f15abf18852,1,1,1,2000000,20000,2000000,20000,11,2021,0,0,1,100,2,2,100,0,3,22,Matrouh,Blumar North Coast,,2000000,0,0,2500000
449,6194d1949bb23202532002b8,1,1,1,1800000,18000,1800000,18000,1,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,1800000,0,0,2500000
571,61b1d796e1a0c8af0a247939,1,1,1,1350000,13500,1350000,13500,12,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,1350000,0,0,2500000
577,61b61d75c431ac714b6e929c,1,1,1,850000,8500,850000,8500,12,2021,0,0,1,100,2,2,125,0,4,1,Red Sea,Porto Sokhna,,850000,0,0,2500000
604,61d1a076c22766c33ea7f2e0,1,0,1,1750000,17500,1750000,17500,1,2022,0,0,1,100,2,2,100,0,4,1,Red Sea,Blue Blue,,1750000,0,0,2500000
531,61f95024103c79e927606c05,1,1,1,1000000,10000,1000000,10000,2,2021,0,0,1,100,2,2,0,0,3,16,Matrouh,Emirates Heights,,1000000,0,0,2500000
478,61b61b78deb36dd0271838c9,1,1,1,710000,7100,710000,7100,12,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,710000,0,0,2500000
619,618d36bd50ac7c17e1df14de,1,1,1,750000,7500,750000,7500,11,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,750000,0,0,2500000
797,61a8b7710ef7eff1c7f0e248,1,1,1,860000,8600,860000,8600,12,2021,0,0,1,100,2,2,100,0,4,1,Red Sea,Porto Sokhna,,860000,0,0,2500000
420,618d6e4d50988ed12f69860a,1,1,1,2550000,25500,2550000,25500,1,2021,0,0,1,100,2,2,170,1,4,1,Red Sea,La Vista 6,la vista developments,2550000,0,0,2500000
528,61881e481fddc365530d5477,1,1,1,4250000,41667,4250000,41667,7,2021,0,0,1,102,2,2,102,1,2,4,Red Sea,Water Side,,4250000,0,0,2500000
332,61890df5a0af6f15abf18a9d,1,1,1,2500000,24510,2500000,24510,8,2021,0,0,0,102,2,2,102,1,4,1,Red Sea,Azha,MADAAR developments,2500000,0,0,2500000
403,619696e8ddc2f0889245d1cb,1,1,0,1340000,13010,1340000,13010,1,2021,0,0,0,103,3,2,103,1,0,9,Greater Cairo,,,1340000,0,0,4500000
749,6196998ff112cc1c07a35fa3,1,1,0,1300000,12621,1300000,12621,1,2021,0,0,0,103,3,2,103,1,0,9,Greater Cairo,,,1300000,0,0,4500000
500,61b61ede8cf216e196e46dbb,1,1,1,2500000,23810,2500000,23810,12,2021,0,0,1,105,2,2,105,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,2500000,0,0,2500000
208,61bddeac63c3b38c0d334946,1,0,1,2483995,23215,6689888,62523,7,2023,1,0,0,107,1,2,107,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,535191,8,64111,1850000
623,61f4059a75f66ae30d115c97,1,1,0,1560000,14579,1560000,14579,1,2021,0,0,0,107,2,1,107,1,0,9,Greater Cairo,,,1560000,0,0,1350000
679,61969793ddc2f0889245d24b,1,1,0,1300000,12150,1300000,12150,1,2021,0,0,0,107,2,1,107,1,0,9,Greater Cairo,,,1300000,0,0,1350000
200,61cc5f7761795c05c0bf5e05,1,1,1,1700000,15455,1700000,15455,1,2021,0,0,1,110,2,2,110,0,3,22,Matrouh,Blumar North Coast,,1700000,0,0,2500000
627,61b8b673c7fd090e618f0ec9,1,1,1,1650000,15000,1650000,15000,12,2021,0,0,1,110,2,2,220,0,3,22,Matrouh,Blumar North Coast,,1650000,0,0,2500000
736,6193ce2d50ac7c17e1e1066e,1,1,1,2100000,19091,2100000,19091,1,2021,0,0,1,110,2,2,110,1,4,1,Red Sea,Stella Di Mare 1,,2100000,0,0,2500000
731,61969567f112cc1c07a35b63,1,1,0,1350000,12273,1350000,12273,1,2021,0,0,0,110,2,1,110,1,0,9,Greater Cairo,,,1350000,0,0,1350000
746,61dee4f0afc2199dc84096b2,1,1,1,1850000,16818,1850000,16818,1,2021,0,0,1,110,2,2,210,0,3,22,Matrouh,Blumar North Coast,,1850000,0,0,2500000
544,61cc4d30c22766c33ea64f78,1,1,1,2450000,22273,2450000,22273,12,2021,0,0,1,110,2,2,109,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,2450000,0,0,2500000
416,618d6ca29bb23202531e0c94,1,1,1,1580000,14364,1580000,14364,1,2021,0,0,1,110,2,2,110,1,4,1,Red Sea,Blumar Ain Sokhna,,1580000,0,0,2500000
460,61b61e298cf216e196e46d92,1,1,1,1230000,11182,1230000,11182,12,2021,0,0,1,110,2,2,110,0,4,1,Red Sea,Porto Sokhna,,1230000,0,0,2500000
340,61eeb61c3420dafcf88ed7b0,1,1,1,2100000,19091,2100000,19091,1,2021,0,0,1,110,2,2,310,0,4,1,Red Sea,Stella Di Mare 1,,2100000,0,0,3700000
335,61969bc2d429fbcb38a51adc,1,1,0,1350000,12273,1350000,12273,1,2021,0,0,0,110,2,1,110,1,0,9,Greater Cairo,,,1350000,0,0,1350000
329,61cc51ba7f3ac73df7fc8547,1,0,1,2406722,21879,2406722,21879,1,2022,0,0,1,110,2,2,110,0,3,22,Matrouh,Marassi,Emaar Misr,2406722,0,0,2500000
380,61cc507a61795c05c0bf5bcb,1,0,1,1649998,14865,1649998,14865,1,2022,0,0,1,111,2,2,111,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,1649998,0,0,2500000
754,61967324d429fbcb38a4efa6,1,1,0,1450000,12946,1450000,12946,1,2021,0,0,0,112,2,2,167,1,0,9,Greater Cairo,,,1450000,0,0,1450000
386,6193ccd49bb23202531fc66a,1,1,1,2940000,26018,2940000,26018,1,2021,0,0,1,113,3,2,113,1,3,5,Matrouh,Fouka Bay,Tatweer Misr,2940000,0,0,2500000
237,61d18a09c22766c33ea7ef7f,1,0,1,1350000,11947,1350000,11947,1,2022,0,0,1,113,2,2,115,0,4,1,Red Sea,Piacera,,1350000,0,0,2500000
927,61f95088c85a501299c31ca9,1,1,1,2000000,17544,2000000,17544,2,2021,0,0,1,114,3,2,0,0,3,22,Matrouh,Blumar North Coast,,2000000,0,0,2500000
224,618bba7d50988ed12f68f10d,1,0,1,5192208,45546,5192208,45546,1,2022,0,0,0,114,2,2,114,1,3,13,Matrouh,North Edge Towers,City Edge Developments ,5192208,0,0,2500000
494,61d187187f3ac73df7fe218e,1,0,1,2200000,19130,2200000,19130,1,2022,0,0,1,115,2,2,115,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,2200000,0,0,2500000
924,61bbbc81e8828d387c3eb0b7,1,0,1,1650849,14356,4705888,40921,3,2024,1,0,0,115,2,3,115,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,235294,8,46569,3500000
426,61c9e949400a5a9d20c121cb,1,1,1,2705001,23522,2705001,23522,1,2021,0,0,0,115,1,2,115,1,0,14,Greater Cairo,Fifth Square,AlMarasem developments,2705001,0,0,1850000
979,61cc5c9d7f3ac73df7fc865e,1,1,1,2399997,20870,2399997,20870,1,2021,0,0,1,115,2,2,115,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,2399997,0,0,2500000
297,61d1b2b8f6765d486752afd0,0,0,0,1150000,10000,1150000,10000,1,2022,0,0,0,115,2,2,115,0,0,8,Greater Cairo,,,1150000,0,0,1150000
908,61bbbbd463c3b38c0d32ffec,1,0,1,1645938,14190,4691888,40448,3,2024,1,0,0,116,2,3,116,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,234594,8,46430,3500000
801,61bbbe1663c3b38c0d330025,1,0,1,1661724,14326,4736888,40836,3,2024,1,0,0,116,2,3,116,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,236844,8,46875,3500000
829,61cc40cb61795c05c0bf59f9,1,1,1,2599999,22222,2599999,22222,1,2021,0,0,1,117,2,2,117,1,3,13,Matrouh,North Edge Towers,City Edge Developments ,2599999,0,0,2500000
210,61bbbef7e8828d387c3eb0ef,1,0,1,1663127,14215,4740888,40521,3,2024,1,0,0,117,2,3,117,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,237044,8,46915,3500000
912,61bbbad6e8828d387c3eb072,1,0,1,1613313,13558,4598888,38647,3,2024,1,0,0,119,2,3,119,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,229944,8,45510,3500000
543,619f96ea16a2283c8389c0ea,1,1,1,1850000,15546,1850000,15546,11,2021,0,0,0,119,3,3,0,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,1850000,0,0,4500000
753,61890eab26deab16b7e2506b,1,1,1,2800000,23333,2800000,23333,11,2021,0,0,1,120,2,1,420,0,3,22,Matrouh,Blumar North Coast,,2800000,0,0,3700000
869,618bb0da9bb23202531d7741,1,1,1,2450000,20417,2450000,20417,11,2021,0,0,1,120,2,1,420,0,3,22,Matrouh,Blumar North Coast,,2450000,0,0,3700000
305,61dee7a4afc2199dc8409716,1,1,1,5200000,43333,5200000,43333,1,2021,0,0,1,120,2,2,200,0,3,22,Matrouh,Marassi,Emaar Misr,5200000,0,0,2500000
922,61961b8fddc2f0889245837a,1,1,1,2250000,18750,2250000,18750,11,2021,0,0,1,120,3,2,190,0,4,1,Red Sea,Marina Wadi Degla,,2250000,0,0,2500000
540,618ffcb450ac7c17e1dfb398,1,1,1,2200000,18333,2200000,18333,4,2021,0,0,1,120,2,2,120,1,4,1,Red Sea,Stella Di Mare 1,,2200000,0,0,2500000
780,618c0c2c50988ed12f6909cb,1,1,1,2900000,24167,2900000,24167,1,2021,0,0,1,120,2,2,200,1,4,1,Red Sea,La Vista 6,la vista developments,2900000,0,0,2500000
153,605a0395b88eda00110d28ba,1,1,0,2250000,18750,2250000,18750,1,2020,0,0,0,120,2,1,120,0,0,23,Greater Cairo,,,2250000,0,0,1350000
440,618bae0050ac7c17e1debd2e,1,1,1,2250000,18750,2250000,18750,11,2021,0,0,1,120,2,2,420,0,3,22,Matrouh,Blumar North Coast,,2250000,0,0,3700000
636,61cc48c77f3ac73df7fc8464,0,0,1,900000,7500,900000,7500,1,2022,0,0,0,120,2,2,140,0,0,14,Greater Cairo,El Patio Oro,la vista developments,900000,0,0,1850000
781,618be6d650988ed12f68ffc2,1,1,1,3000000,25000,3000000,25000,11,2021,0,0,1,120,3,2,490,0,4,1,Red Sea,Marina Wadi Degla,,3000000,0,0,3700000
715,61dee2ddb364ba6026d1eb2d,1,1,1,1000000,8333,1000000,8333,1,2021,0,0,1,120,2,2,120,0,3,2,Matrouh,Golf Porto Marina,,1000000,0,0,2500000
959,61e6c79d071bfe518fdc43e0,1,1,1,2700000,22500,2700000,22500,1,2021,0,0,1,120,2,2,210,0,3,22,Matrouh,Blumar North Coast,,2700000,0,0,2500000
561,61cc4f8761795c05c0bf5bb6,1,1,1,4000000,33058,4000000,33058,1,2021,0,1,1,121,2,2,121,0,3,22,Matrouh,Marassi,Emaar Misr,4000000,0,0,2500000
858,61bbbfdd63c3b38c0d33004b,1,0,1,1776437,14682,5063888,41851,3,2024,1,0,0,121,3,2,121,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,253194,8,50111,4500000
262,61c9a64c83191bdf74b2ddb3,1,1,1,1500000,12295,1500000,12295,11,2021,0,0,1,122,3,2,122,1,4,1,Red Sea,Piacera,,1500000,0,0,2500000
438,61d1b27bc22766c33ea7f589,1,1,1,2100000,17213,2100000,17213,1,2021,0,0,0,122,2,2,122,0,0,14,Greater Cairo,Lake View Residence,,2100000,0,0,4500000
796,61cc44b77f3ac73df7fc8403,1,1,1,2350000,19262,2350000,19262,1,2021,0,0,0,122,2,2,122,0,0,14,Greater Cairo,Lake View Residence,,2350000,0,0,4500000
289,61c9b2c9a07c7a12e1189a50,1,1,1,2100002,17213,2100002,17213,1,2021,0,0,0,122,2,2,122,1,0,14,Greater Cairo,Lake View Residence,,2100002,0,0,4500000
860,61bbc0c263c3b38c0d33005f,1,0,1,1787312,14651,5094888,41762,3,2024,1,0,0,122,2,3,122,1,1,20,Greater Cairo,Cairo Gate,Emaar Misr,254744,8,50418,3500000
851,5fe36ccbdcfe4f001171da1c,1,0,1,1707329,14012,4866888,39942,9,2023,1,0,0,122,2,3,122,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,243344,8,48162,4500000
311,61c9e9e48f62bc5866aa460a,1,1,1,2100000,17213,2100000,17213,1,2021,0,0,0,122,2,2,122,1,0,14,Greater Cairo,Lake View Residence,,2100000,0,0,4500000
598,61cc4792c22766c33ea64ebd,1,1,1,2200000,17742,2200000,17742,1,2021,0,0,4,124,2,2,124,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,2200000,0,0,2500000
361,61ba1d18a10a35af82e8b097,1,1,1,1400000,11290,1400000,11290,1,2021,0,0,1,124,2,2,204,0,4,1,Red Sea,Empire Resort,,1400000,0,0,750000
434,61d17f2fc22766c33ea7ed68,1,0,1,4500000,36290,4500000,36290,1,2022,0,0,1,124,2,2,124,0,3,22,Matrouh,Marassi,Emaar Misr,4500000,0,0,2500000
225,61fda18b0ca0a527aaa1720c,1,1,1,2325000,18600,2325000,18600,1,2021,0,0,0,125,2,2,598,1,0,14,Greater Cairo,Fifth Square,AlMarasem developments,2325000,0,0,3200000
783,6141f3b82c16f3c4e1a28b64,0,1,1,1400000,11200,1400000,11200,1,2021,0,0,0,125,2,3,125,1,0,14,Greater Cairo,Hyde Park,HYDE PARK Development,1400000,0,0,1850000
688,618d790250988ed12f6988d5,1,1,0,3500000,28000,3500000,28000,1,2021,0,0,0,125,2,1,125,1,0,23,Greater Cairo,,,3500000,0,0,1350000
926,618a54e2a0af6f15abf1c2cb,1,1,1,1400000,11200,1400000,11200,11,2021,0,0,1,125,2,1,175,0,4,1,Red Sea,Piacera,,1400000,0,0,1000000
670,61d1b5bbf71e6c3484eff82d,1,0,1,2400000,19200,2400000,19200,1,2022,0,0,1,125,3,2,125,0,4,1,Red Sea,Kai Sokhna,,2400000,0,0,2500000
664,618bbe4650ac7c17e1dec234,0,1,1,2650000,21200,2650000,21200,6,2021,0,1,0,125,2,3,125,1,1,20,Greater Cairo,Vye Sodic,Sodic,2650000,0,0,1850000
233,61931f8b50ac7c17e1e0e75b,0,1,1,1800000,14400,1800000,14400,5,2021,0,0,0,125,2,3,125,1,1,0,Greater Cairo,Joulz,INERTIA,1800000,0,0,1850000
517,61fda48c496762193be642f5,1,1,1,2700000,21600,2700000,21600,1,2021,0,0,0,125,2,2,600,1,0,14,Greater Cairo,Fifth Square,AlMarasem developments,2700000,0,0,3200000
630,61890877a0af6f15abf188d0,1,1,1,2300000,18400,2300000,18400,11,2021,0,0,1,125,2,2,325,0,4,1,Red Sea,Marina Wadi Degla,,2300000,0,0,3700000
252,6193a4f050988ed12f6b358c,1,1,1,2525000,20200,2525000,20200,1,2021,0,0,1,125,3,2,125,1,3,5,Matrouh,Fouka Bay,Tatweer Misr,2525000,0,0,2500000
456,618c0a8d50ac7c17e1ded656,0,1,1,2650000,21200,2650000,21200,1,2021,0,1,0,125,2,3,125,1,1,20,Greater Cairo,Westown,Sodic,2650000,0,0,1850000
472,618d815a50988ed12f698b54,1,1,0,2900000,23200,2900000,23200,1,2021,0,0,0,125,2,2,125,1,0,23,Greater Cairo,,,2900000,0,0,1450000
277,61cd7dde61795c05c0bfee65,1,1,1,1649998,13200,1649998,13200,1,2021,0,0,1,125,2,2,125,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,1649998,0,0,2500000
865,6187ff4083b9d1093bde3079,0,1,1,2650000,21200,2650000,21200,5,2021,0,1,0,125,2,2,125,1,1,20,Greater Cairo,Westown,Sodic,2650000,0,0,1850000
30,602a9512721a3700119fa610,1,1,0,3000000,24000,3000000,24000,1,2020,0,0,0,125,3,2,125,0,0,23,Greater Cairo,,,3000000,0,0,4500000
855,61c0ae4cc945558b837fe0ac,1,1,1,2850000,22619,2850000,22619,1,2021,0,0,0,126,2,2,126,1,1,20,Greater Cairo,Karma Residence,,2850000,0,0,3500000
3,603521024aefbb0011e42d29,1,1,0,3850000,30556,3850000,30556,1,2020,0,0,0,126,2,1,126,0,0,8,Greater Cairo,,,3850000,0,0,1350000
67,6152f8f2172d1397558da096,0,1,1,1670000,13047,1670000,13047,5,2021,0,0,0,128,2,2,128,0,0,14,Greater Cairo,Hyde Park,HYDE PARK Development,1670000,0,0,1850000
937,61e04919afc2199dc841430c,1,1,1,4615000,35775,4615000,35775,1,2021,0,0,4,129,2,2,129,0,2,4,Red Sea,Water Side,,4615000,0,0,2500000
990,618834451fddc365530d57dc,0,1,1,790000,6077,790000,6077,10,2021,0,0,0,130,2,2,130,1,1,0,Greater Cairo,Garden Hills,,790000,0,0,1850000
728,61a8d371d1d18a25e45f2ccf,1,1,1,5864997,45115,5864997,45115,12,2021,0,0,1,130,3,3,130,0,3,17,Matrouh,Almaza Bay,,5864997,0,0,2500000
417,618b0b85306b3be4d019ac49,1,1,1,3100000,23846,3100000,23846,7,2021,0,0,0,130,2,2,105,1,1,20,Greater Cairo,Zayed Regency,al rabwa group,3100000,0,0,3500000
