,id,finishingType,readyToMove,IsCompound,npv,npvPerMeter,totalPrice,pricePerMeter,deliveryMonth,deliveryYear,IsPrimarySale,hasRealEstateFinancing,unitType,bua,bedrooms,bathrooms,land,garage,city.nameEnglish,district.nameEnglish,region.nameEnglish,compound.nameEnglish,developer.nameEnglish,financialPlan.downPayment,financialPlan.numberOfYears,financialPlan.monthlyPayment,Calculated Price
344,6192467e9bb23202531f7eb1,1,1,0,2250000,11250,2250000,11250,11,2021,0,0,0,200,3,3,200,0,0,14,Greater Cairo,,,2250000,0,0,4500000
376,6193ba209bb23202531fc142,1,1,1,3500000,17500,3500000,17500,1,2021,0,0,4,200,3,2,200,1,4,1,Red Sea,Al Ein Bay,,3500000,0,0,7000000
59,615451547e5eff4fd7aeb1e2,0,1,1,2599999,12871,2599999,12871,5,2021,0,0,0,202,3,3,202,0,0,14,Greater Cairo,Mountain View Hyde Park,Mountain View,2599999,0,0,3300000
907,607d75517e2ba60012d79cd2,1,0,1,2902872,14371,8274888,40965,3,2025,1,0,6,202,3,4,193,1,1,20,Greater Cairo,Belle Vie,Emaar Misr,413744,8,81887,4000000
618,607d75517e2ba60012d79cd3,1,0,1,3287003,16113,9369888,45931,3,2025,1,0,6,204,3,4,274,1,1,20,Greater Cairo,Belle Vie,Emaar Misr,468494,8,92723,4000000
738,61939dfb9bb23202531fba07,1,1,0,9500000,46569,9500000,46569,1,2021,0,0,0,204,3,3,204,0,0,23,Greater Cairo,,,9500000,0,0,4500000
930,618c155b50988ed12f690c7a,1,1,1,5200000,25366,5200000,25366,1,2021,0,0,1,205,3,2,205,1,3,16,Matrouh,Swan Lake North Coast,Hassan Allam Properties,5200000,0,0,3700000
559,618bcb5850988ed12f68f7a2,0,1,1,3600000,17561,3600000,17561,7,2021,0,1,0,205,3,3,205,1,1,20,Greater Cairo,Westown,Sodic,3600000,0,0,2500000
347,618d82dd50988ed12f698ba0,1,1,1,5700000,27805,5700000,27805,1,2021,0,0,1,205,3,2,205,1,3,16,Matrouh,Swan Lake North Coast,Hassan Allam Properties,5700000,0,0,3700000
936,61c9d6f3400a5a9d20c11db4,1,1,1,5124998,25000,5124998,25000,1,2021,0,0,0,205,3,3,205,1,0,14,Greater Cairo,Fifth Square,AlMarasem developments,5124998,0,0,4500000
85,61659ee77a8f276abcd9d6e8,1,1,0,2550000,12439,2550000,12439,10,2021,0,0,0,205,3,2,205,0,0,14,Greater Cairo,,,2550000,0,0,4500000
382,618baf5c50ac7c17e1debd9b,1,1,1,5500000,26829,5500000,26829,3,2021,0,0,4,205,4,4,250,1,1,20,Greater Cairo,Westown,Sodic,5500000,0,0,4000000
659,61b218c35f118d9163d2553c,1,1,1,5700000,27805,5700000,27805,12,2021,0,0,6,205,3,3,220,1,0,14,Greater Cairo,Rehab City Second Phase,talaat moustafa group,5700000,0,0,4500000
445,618d265e9bb23202531dc953,0,1,1,3250000,15854,3250000,15854,1,2021,0,1,0,205,3,4,205,1,1,20,Greater Cairo,Westown,Sodic,3250000,0,0,3800000
843,607d75517e2ba60012d79cd1,1,0,1,3674993,17840,10475888,50854,3,2025,1,0,6,206,3,4,272,1,1,20,Greater Cairo,Belle Vie,Emaar Misr,523794,8,103668,4000000
792,618820f91fddc365530d54d3,1,1,1,2850000,13835,2850000,13835,5,2021,0,0,0,206,3,3,206,1,0,14,Greater Cairo,Hyde Park,HYDE PARK Development,2850000,0,0,4500000
421,61c9ab2da07c7a12e118988e,1,1,1,4500000,21739,4500000,21739,1,2021,0,0,0,207,3,3,207,1,0,14,Greater Cairo,Lake View,Al Hazek,4500000,0,0,4500000
323,61c9ddd0e41ba53f7d474c8f,1,1,1,4500000,21739,4500000,21739,2,2021,0,0,0,207,3,3,207,1,0,14,Greater Cairo,Lake View,Al Hazek,4500000,0,0,4500000
341,61d1b48daf7b33368254b312,1,1,1,4500000,21739,4500000,21739,1,2021,0,0,0,207,3,3,207,0,0,14,Greater Cairo,Lake View Residence,,4500000,0,0,4500000
805,61c9e160e41ba53f7d474d29,1,1,1,4500000,21739,4500000,21739,1,2021,0,0,0,207,3,3,207,1,0,14,Greater Cairo,Lake View,Al Hazek,4500000,0,0,4500000
709,6193cad49bb23202531fc595,1,1,1,4000000,19324,4000000,19324,1,2021,0,0,0,207,3,3,342,1,0,14,Greater Cairo,Lake View Residence,,4000000,0,0,4500000
264,6182cca76d16b6614cbe5ab1,1,1,1,3200000,15459,3200000,15459,11,2021,0,0,0,207,3,3,207,0,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,3200000,0,0,4500000
482,6193baa950988ed12f6b3b2f,1,1,1,3000000,14423,3000000,14423,1,2021,0,1,2,208,3,3,208,1,1,0,Greater Cairo,Palm Parks Palm Hills,Palm Hills,3000000,0,0,4500000
720,61a63646c2974847053d65ae,0,1,1,4500000,21635,4500000,21635,11,2021,0,0,7,208,4,4,225,1,1,0,Greater Cairo,Al Patio,,4500000,0,0,2500000
82,614f34f5547fb42931df9f8e,0,0,1,5000000,24038,5000000,24038,6,2023,0,0,6,208,4,4,270,0,0,15,Greater Cairo,Sodic East,Sodic,5000000,0,0,6500000
346,61cb373b7f3ac73df7fc1202,1,1,0,5900000,28365,5900000,28365,12,2021,0,0,0,208,3,4,0,0,0,11,Greater Cairo,,,5900000,0,0,4500000
281,61bf2b1063c3b38c0d3389e8,1,1,1,4400000,21154,4400000,21154,12,2021,0,1,2,208,3,3,208,0,1,0,Greater Cairo,Palm Parks Palm Hills,Palm Hills,4400000,0,0,4500000
176,60dc82cc8d6cb70012cce363,1,1,1,6000000,28846,6000000,28846,6,2021,0,0,4,208,3,3,208,1,3,22,Matrouh,Marassi,Emaar Misr,6000000,0,0,2500000
609,61882c7783b9d1093bde399b,1,1,1,3950000,18990,3950000,18990,7,2021,0,0,6,208,3,3,200,1,1,20,Greater Cairo,Patio Al Zahraa,,3950000,0,0,4500000
79,6017fed4b365a5001165b4b7,1,1,1,3350000,16106,3350000,16106,1,2021,0,1,2,208,3,3,208,1,1,0,Greater Cairo,Palm Parks Palm Hills,Palm Hills,3350000,0,0,4500000
226,61d1ad987f3ac73df7fe26ba,1,0,1,4000000,19231,4000000,19231,1,2022,0,0,7,208,4,4,225,0,1,0,Greater Cairo,Al Patio,,4000000,0,0,5500000
112,6044ce7b8432c30011c656f7,1,1,0,3500000,16667,3500000,16667,1,2020,0,0,0,210,3,3,210,0,0,8,Greater Cairo,,,3500000,0,0,4500000
37,60180058b365a5001165b4bf,1,1,1,4500000,21429,4500000,21429,1,2021,0,0,0,210,4,4,210,1,0,14,Greater Cairo,El Patio 7,la vista developments,4500000,0,0,4000000
131,61531ceaf27bd750d45b3ba7,0,1,1,3600000,17143,3600000,17143,7,2021,0,0,0,210,3,3,210,0,0,14,Greater Cairo,Lake View,Al Hazek,3600000,0,0,3300000
888,61d1a9d061795c05c0c102f3,0,0,1,2415000,11500,2415000,11500,1,2022,0,0,0,210,4,3,210,0,0,14,Greater Cairo,The Square,Al Ahly Sabbour developments,2415000,0,0,3800000
941,61b9c182c7fd090e618f2892,0,1,1,6020000,28531,6020000,28531,3,2021,0,0,6,211,3,3,216,1,1,0,Greater Cairo,The Crown,Palm Hills,6020000,0,0,2500000
242,618bd45250988ed12f68fa2c,0,1,1,3600000,17062,3600000,17062,1,2021,0,0,4,211,3,3,211,1,0,14,Greater Cairo,Regents Park,,3600000,0,0,2500000
611,61893ab5c9d894e71c0b4b5e,0,1,1,2650000,12559,2650000,12559,5,2021,0,0,3,211,2,2,290,1,1,0,Greater Cairo,Mountain View Giza Plateau,,2650000,0,0,1850000
430,61882d72a512754cac804239,0,1,1,2700000,12796,2700000,12796,3,2021,0,0,3,211,3,3,305,1,1,0,Greater Cairo,Mountain View Giza Plateau,,2700000,0,0,2500000
669,61c5cc74a94cf2ddceebd981,1,1,1,2900000,13744,2900000,13744,12,2021,0,0,0,211,3,3,0,0,0,14,Greater Cairo,Rehab City Fourth Phase,talaat moustafa group,2900000,0,0,4500000
770,61cc874661795c05c0bf663f,0,1,0,2204000,10396,2204000,10396,12,2021,0,0,0,212,3,3,212,0,0,14,Greater Cairo,,,2204000,0,0,3500000
631,618ba4b950988ed12f68e9fe,0,1,1,3000000,14151,3000000,14151,5,2021,0,0,0,212,3,2,212,1,1,0,Greater Cairo,Joulz,INERTIA,3000000,0,0,3000000
686,61a554afaf9643d31eca52ab,0,1,1,5800000,27358,5800000,27358,11,2021,0,0,6,212,5,6,208,1,1,0,Greater Cairo,The Crown,Palm Hills,5800000,0,0,4000000
377,61881aaba512754cac803f04,1,1,1,3300000,15566,3300000,15566,3,2021,0,0,0,212,3,3,212,1,0,14,Greater Cairo,Hyde Park,HYDE PARK Development,3300000,0,0,4500000
151,6050b304b332190012111d51,1,1,1,1950000,9155,1950000,9155,1,2021,0,0,0,213,4,2,213,1,1,20,Greater Cairo,Kanaria,,1950000,0,0,4500000
213,6187e51cceeafa6dccba79e3,1,1,1,1200000,5634,1200000,5634,6,2021,0,0,0,213,4,3,213,1,1,20,Greater Cairo,Kanaria,,1200000,0,0,4500000
592,61eff42ff3327f214b55b5d2,1,1,0,3000000,14019,3000000,14019,1,2021,0,0,0,214,2,2,1,1,1,3,Greater Cairo,,,3000000,0,0,3500000
942,6189327826deab16b7e25b74,1,1,1,7900000,36916,7900000,36916,6,2021,0,0,0,214,3,3,214,1,0,14,Greater Cairo,Cairo Festival City,Al-Futtaim Group,7900000,0,0,4500000
406,618d6bb39bb23202531e0c4d,1,1,0,1850000,8645,1850000,8645,1,2021,0,0,0,214,3,2,214,0,0,8,Greater Cairo,,,1850000,0,0,4500000
612,618fdbe950ac7c17e1dfad69,1,1,0,3000000,13953,3000000,13953,6,2021,0,0,0,215,3,3,295,1,1,20,Greater Cairo,,,3000000,0,0,4500000
412,6193173b9bb23202531fa50b,1,1,1,3800000,17674,3800000,17674,5,2021,0,1,2,215,3,3,315,1,1,0,Greater Cairo,Palm Parks Palm Hills,Palm Hills,3800000,0,0,4500000
400,61b73f2adeb36dd027186a4f,1,0,1,6349179,29532,18098888,84181,2,2023,1,0,6,215,3,4,135,1,3,22,Matrouh,Marassi,Emaar Misr,904944,8,179104,4000000
197,618939dba0af6f15abf1981d,0,1,1,3750000,17442,3750000,17442,1,2021,0,0,0,215,3,3,215,1,0,14,Greater Cairo,Lake View Residence,,3750000,0,0,3300000
808,61cb3a3061795c05c0bee92e,1,1,1,1250000,5787,1250000,5787,8,2022,0,0,0,216,3,4,216,0,0,14,Greater Cairo,Mountain View Hyde Park,Mountain View,1250000,0,0,4500000
6,603651748cc1b7001120265a,1,1,1,4600000,21296,4600000,21296,1,2020,0,0,0,216,3,3,216,1,1,0,Greater Cairo,Jasperhill,,4600000,0,0,4500000
458,6193a65550ac7c17e1e0fbe8,0,1,1,3350000,15509,3350000,15509,1,2021,0,0,0,216,3,4,316,1,0,14,Greater Cairo,Village Gardens Katameya,,3350000,0,0,3300000
635,6188012ea512754cac80396c,1,1,1,4500000,20833,4500000,20833,5,2021,0,0,0,216,3,4,216,1,0,14,Greater Cairo,Hyde Park,HYDE PARK Development,4500000,0,0,4500000
108,603f9c3f8432c30011c65668,1,1,1,4350000,20139,4350000,20139,1,2020,0,0,0,216,3,4,216,1,1,0,Greater Cairo,Jasperhill,,4350000,0,0,4000000
464,61882a80a512754cac8041aa,1,1,1,7750000,35550,7750000,35550,6,2021,0,0,0,218,3,4,218,1,1,20,Greater Cairo,Zed,Ora Developers,7750000,0,0,4000000
882,618823061fddc365530d5514,1,1,1,7800000,35780,7800000,35780,8,2021,0,0,7,218,3,3,300,1,3,16,Matrouh,Swan Lake North Coast,Hassan Allam Properties,7800000,0,0,7000000
501,618d77ae50988ed12f69885d,1,1,1,4357000,19895,4357000,19895,1,2021,0,1,4,219,2,2,219,1,1,0,Greater Cairo,Palm Parks Palm Hills,Palm Hills,4357000,0,0,1850000
956,618927be26deab16b7e25767,0,1,1,3940000,17991,3940000,17991,3,2021,0,1,8,219,4,4,310,1,1,0,Greater Cairo,The Crown,Palm Hills,3940000,0,0,7000000
414,61b731d2c431ac714b6ec3ec,1,0,1,6141152,28004,17505888,79827,3,2023,1,0,6,219,3,4,136,1,3,22,Matrouh,Marassi,Emaar Misr,875294,8,173235,4000000
570,618bbb1950988ed12f68f15b,1,1,1,4550000,20776,4550000,20776,1,2021,0,1,4,219,3,3,219,1,1,0,Greater Cairo,Palm Parks Palm Hills,Palm Hills,4550000,0,0,4500000
590,618bdbd49bb23202531d849c,1,1,1,6800000,30909,6800000,30909,1,2021,0,0,7,220,4,5,220,1,3,16,Matrouh,La Vista Bay,,6800000,0,0,4000000
418,61939a6e50988ed12f6b3348,0,1,1,5100000,23182,5100000,23182,1,2021,0,0,8,220,3,3,412,1,0,14,Greater Cairo,Eastown,Sodic,5100000,0,0,6500000
165,60367611c8cc250011f1addf,1,1,0,4500000,20455,4500000,20455,1,2020,0,0,0,220,3,3,220,0,0,23,Greater Cairo,,,4500000,0,0,4500000
823,61c9b7c9a07c7a12e1189c58,1,1,1,3700000,16818,3700000,16818,1,2021,0,0,0,220,3,3,220,1,0,14,Greater Cairo,Midtown New Cairo,Better Home  ,3700000,0,0,4500000
989,61a34f474789eebeb473c114,1,1,0,2400000,10909,2400000,10909,11,2021,0,0,0,220,3,3,220,1,1,20,Greater Cairo,,,2400000,0,0,4500000
810,618b15d7a28227d4fdbbfcee,1,1,0,2550000,11591,2550000,11591,3,2021,0,0,0,220,3,3,220,1,1,3,Greater Cairo,,,2550000,0,0,4500000
724,61d1860661795c05c0c0fb81,1,0,1,2500000,11364,2500000,11364,1,2022,0,0,7,220,4,4,220,0,3,16,Matrouh,La Vista Bay,,2500000,0,0,7000000
8,6171a30ffdee9793b05cb593,1,1,0,5800000,26364,5800000,26364,1,2021,0,0,0,220,3,3,220,0,0,23,Greater Cairo,,,5800000,0,0,4500000
404,61a60fb0bfad28c4ae86441d,0,1,1,2000000,9091,2000000,9091,10,2021,0,0,0,220,3,3,220,0,0,14,Greater Cairo,Stone Residence,Pre Developments,2000000,0,0,3300000
848,618be2dd50ac7c17e1decc26,1,1,1,3530000,16045,3530000,16045,3,2021,0,1,0,220,3,4,220,1,1,0,Greater Cairo,October Plaza,Sodic,3530000,0,0,4000000
126,60ad6d77f426ee001142441b,1,0,0,7200000,32727,7200000,32727,12,2020,0,0,0,220,3,3,220,0,0,23,Greater Cairo,,,7200000,0,0,4500000
287,6187dac19e08f2b27b147aa6,1,1,1,5200000,23636,5200000,23636,11,2021,0,0,7,220,3,3,276,0,0,14,Greater Cairo,Rehab City Second Phase,talaat moustafa group,5200000,0,0,10000000
616,61b0a962934b7272dde9f463,1,1,1,5500000,25000,5500000,25000,12,2021,0,0,7,220,4,3,260,0,0,14,Greater Cairo,Rehab City First Phase,talaat moustafa group,5500000,0,0,10000000
643,61892afec9d894e71c0b45ee,1,1,1,3850000,17500,3850000,17500,8,2021,0,0,0,220,3,3,220,1,1,20,Greater Cairo,Jewar,,3850000,0,0,4500000
7,61c86248a94cf2ddceec30a4,1,1,1,3550000,16136,3550000,16136,12,2021,0,0,0,220,3,3,0,0,0,14,Greater Cairo,Rehab City Sixth Phase,talaat moustafa group,3550000,0,0,4500000
43,604914c7b287a80011ec6ddc,1,1,0,7500000,34091,7500000,34091,1,2020,0,0,0,220,4,2,220,0,0,23,Greater Cairo,,,7500000,0,0,4500000
343,618d21f19bb23202531dc805,1,1,1,8000000,36364,8000000,36364,6,2021,0,0,7,220,3,3,542,1,1,0,Greater Cairo,Al Rabwa El Hadea,,8000000,0,0,6500000
548,61d17786c22766c33ea7eb26,1,1,1,6500000,29412,6500000,29412,1,2021,0,0,6,221,4,4,287,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,6500000,0,0,5500000
581,61f7ce6c75f66ae30d12143d,0,1,0,4600000,20721,4600000,20721,1,2021,0,0,6,222,4,3,240,1,0,9,Greater Cairo,,,4600000,0,0,7000000
961,61890bc2a0af6f15abf189e1,0,1,1,6300000,28378,6300000,28378,6,2021,0,0,6,222,4,4,377,1,1,20,Greater Cairo,Allegria,Sodic,6300000,0,0,6500000
1,615c81237a8f276abcd8b32d,1,1,1,5000000,22422,5000000,22422,10,2021,0,0,0,223,3,3,223,1,1,0,Greater Cairo,Carnell Park,,5000000,0,0,4500000
610,618bda1a50ac7c17e1deca50,1,1,1,4500000,20179,4500000,20179,1,2021,0,0,0,223,3,3,223,1,1,0,Greater Cairo,Ivoryhill,,4500000,0,0,4500000
534,61b9c586981d2e9a04d9dfd7,0,1,1,4450000,19955,4450000,19955,11,2021,0,0,0,223,3,4,223,1,1,0,Greater Cairo,Carnell Park,,4450000,0,0,3500000
533,618badfa9bb23202531d766e,0,1,1,3315000,14799,3315000,14799,1,2021,0,1,0,224,3,3,224,1,1,0,Greater Cairo,October Plaza,Sodic,3315000,0,0,3500000
356,61b61a2ddeb36dd027183899,1,1,1,3350000,14955,3350000,14955,12,2021,0,0,2,224,3,4,224,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,3350000,0,0,4000000
782,61cc4c1561795c05c0bf5b21,1,1,1,6900000,30804,6900000,30804,12,2021,0,0,6,224,3,3,229,0,0,14,Greater Cairo,Stone Park,,6900000,0,0,4500000
632,61bdc17f63c3b38c0d3343d0,1,1,1,3727127,16639,10037888,44812,6,2021,1,0,0,224,3,4,224,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,803031,8,96196,4500000
657,6189244ec9d894e71c0b443e,1,1,1,5000000,22222,5000000,22222,6,2021,0,0,7,225,3,3,423,1,1,20,Greater Cairo,Royal Meadows,,5000000,0,0,7000000
834,61c99014a07c7a12e118931a,1,1,1,3350000,14889,3350000,14889,1,2021,0,0,0,225,4,3,225,1,0,14,Greater Cairo,Midtown New Cairo,Better Home  ,3350000,0,0,4500000
492,6193ad4050988ed12f6b37bd,1,1,1,5250000,23333,5250000,23333,1,2021,0,0,0,225,3,4,225,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,5250000,0,0,4500000
223,618d705450ac7c17e1df5116,1,1,1,5500000,24444,5500000,24444,1,2021,0,0,2,225,3,3,315,1,1,20,Greater Cairo,Westown,Sodic,5500000,0,0,4500000
606,61bde596e8828d387c3efaf7,1,1,1,3645811,16132,9818888,43447,6,2021,1,0,0,226,3,4,226,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,785511,8,94098,4500000
872,61dc063019ee10facb9f8cb7,1,1,1,2800000,12335,2800000,12335,1,2021,0,0,0,227,3,3,227,0,1,20,Greater Cairo,La Ville,,2800000,0,0,4500000
314,61cc62ac7f3ac73df7fc875b,1,1,1,2499997,10965,2499997,10965,1,2021,0,0,7,228,4,4,228,0,3,2,Matrouh,Amwaj,Al Ahly Sabbour developments,2499997,0,0,7000000
828,61c99f845f5316dcf045e209,1,1,1,5358000,23500,5358000,23500,1,2021,0,0,0,228,3,3,228,1,0,14,Greater Cairo,Lake View Residence,,5358000,0,0,4500000
952,61bdc07de8828d387c3ef4b9,1,1,1,3723042,16330,10026888,43978,6,2021,1,0,0,228,3,4,228,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,802151,8,96091,4500000
854,61cc60e661795c05c0bf5e64,1,1,1,4150000,18202,4150000,18202,1,2021,0,1,1,228,3,3,228,0,3,22,Matrouh,Hacienda Bay,Palm Hills,4150000,0,0,3700000
800,61c9e055400a5a9d20c11e92,1,1,1,5358000,23500,5358000,23500,1,2021,0,0,0,228,2,2,228,1,0,14,Greater Cairo,Lake View,Al Hazek,5358000,0,0,4500000
911,61c9d1918f62bc5866aa40ec,0,1,1,3383000,14773,3383000,14773,1,2021,0,0,4,229,4,3,229,1,0,14,Greater Cairo,Galleria Moon Valley,,3383000,0,0,2500000
527,61891d7da0af6f15abf18fc4,1,1,1,4750000,20652,4750000,20652,11,2021,0,0,7,230,3,3,275,1,0,14,Greater Cairo,El Rehab Extension,talaat moustafa group,4750000,0,0,10000000
681,618bf94850ac7c17e1ded15f,1,1,0,2100000,9130,2100000,9130,1,2021,0,0,0,230,3,3,230,1,0,8,Greater Cairo,,,2100000,0,0,4500000
794,6193f9ca9bb23202531fd074,1,1,0,3200000,13913,3200000,13913,1,2021,0,0,0,230,3,2,230,0,0,6,Greater Cairo,,,3200000,0,0,4500000
367,619404bf50988ed12f6b4c2f,1,1,0,3500000,15217,3500000,15217,1,2021,0,0,0,230,3,3,230,1,1,10,Greater Cairo,,,3500000,0,0,4500000
696,61bdb69563c3b38c0d33429a,1,1,1,4631256,20171,12472888,54325,8,2021,1,0,0,230,3,4,230,1,0,14,Greater Cairo,Mivida,Emaar Misr,997831,8,119532,4500000
156,60c9ea2b992dcd001261f0ec,1,1,0,12500000,54348,12500000,54348,12,2020,0,0,0,230,2,2,230,0,1,3,Greater Cairo,,,12500000,0,0,3500000
443,618d366050ac7c17e1df1448,1,1,1,8500000,36957,8500000,36957,1,2021,0,0,0,230,3,4,230,1,0,14,Greater Cairo,The Water Way,Equity Developments,8500000,0,0,4500000
967,61a49921926ab0aa0afa813f,1,1,1,4000000,17241,4000000,17241,11,2021,0,1,1,232,3,3,302,1,3,22,Matrouh,Hacienda Bay,Palm Hills,4000000,0,0,3700000
437,6187f2e383b9d1093bde2caf,1,1,1,5500000,23707,5500000,23707,4,2021,0,0,2,232,4,5,245,1,1,20,Greater Cairo,Westown,Sodic,5500000,0,0,4000000
395,61dee23eb364ba6026d1eb16,1,1,1,8000000,34335,8000000,34335,1,2021,0,0,8,233,3,4,196,0,4,1,Red Sea,La Vista 6,la vista developments,8000000,0,0,7000000
896,618d342a9bb23202531dcd40,0,1,1,3500000,15021,3500000,15021,1,2021,0,0,0,233,3,3,233,1,0,14,Greater Cairo,Hyde Park,HYDE PARK Development,3500000,0,0,3300000
299,6193ac8650988ed12f6b3785,1,1,1,4000000,17094,4000000,17094,1,2021,0,1,1,234,4,4,234,1,3,22,Matrouh,Hacienda Bay,Palm Hills,4000000,0,0,4000000
575,618bd59150988ed12f68fa7b,0,1,1,4300000,18376,4300000,18376,3,2021,0,1,2,234,3,3,350,1,1,20,Greater Cairo,Casa,Palm Hills,4300000,0,0,2500000
765,61dbfff5fc02a46ce2c5c843,1,1,1,4600000,19658,4600000,19658,1,2021,0,1,0,234,4,3,354,1,1,20,Greater Cairo,Casa,Palm Hills,4600000,0,0,4500000
25,6194eeda50988ed12f6b82ed,1,1,0,2750000,11702,2750000,11702,1,2021,0,0,0,235,4,3,235,1,0,14,Greater Cairo,,,2750000,0,0,4500000
72,6059f261b88eda00110d2869,1,1,1,10000000,42553,10000000,42553,1,2021,0,0,7,235,5,5,300,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,10000000,0,0,4000000
28,6138c05df141c7187727ce73,0,1,1,3350000,14255,3350000,14255,1,2021,0,0,8,235,3,3,295,1,0,14,Greater Cairo,Mountain View Hyde Park,Mountain View,3350000,0,0,5200000
791,61882fda83b9d1093bde3a2c,1,1,1,2200000,9362,2200000,9362,4,2021,0,0,0,235,4,3,235,1,0,14,Greater Cairo,District 5,Marakez developer,2200000,0,0,4500000
109,602e82c47fb9a30012a21875,1,1,0,11000000,46809,11000000,46809,1,2020,0,0,0,235,3,3,235,0,0,23,Greater Cairo,,,11000000,0,0,4500000
968,618d384450988ed12f694afc,1,1,0,2500000,10638,2500000,10638,11,2021,0,0,0,235,3,2,235,0,1,3,Greater Cairo,,,2500000,0,0,4500000
94,6017eafab365a5001165b4ad,1,1,1,7500000,31780,7500000,31780,1,2021,0,0,0,236,3,3,236,1,0,14,Greater Cairo,Mivida,Emaar Misr,7500000,0,0,4500000
586,61b740bcc431ac714b6ec606,1,0,1,6482134,27467,18477888,78297,4,2022,1,0,6,236,5,4,180,1,3,22,Matrouh,Marassi,Emaar Misr,923894,8,182854,7000000
44,613f0eba62b8c46215ca28d9,1,1,1,6900000,29237,6900000,29237,1,2021,0,0,0,236,3,3,236,1,0,14,Greater Cairo,Mivida,Emaar Misr,6900000,0,0,4500000
160,613f1b48146fafde26cb894f,1,1,1,6900000,29237,6900000,29237,1,2021,0,0,0,236,3,3,236,1,0,14,Greater Cairo,Mivida,Emaar Misr,6900000,0,0,4500000
870,619406bd50ac7c17e1e114a7,1,1,1,6250000,26483,6250000,26483,1,2021,0,0,0,236,3,4,236,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,6250000,0,0,4500000
881,61931dee50988ed12f6b205e,1,1,1,5560000,23460,5560000,23460,2,2021,0,0,0,237,3,3,237,1,1,0,Greater Cairo,Ivoryhill,,5560000,0,0,4500000
671,61b9c4d9c7fd090e618f2903,1,1,1,4700000,19831,4700000,19831,11,2021,0,1,1,237,3,4,319,0,3,22,Matrouh,Hacienda Bay,Palm Hills,4700000,0,0,4000000
410,618bcdb550988ed12f68f833,1,0,1,6000000,25316,6000000,25316,8,2022,0,0,4,237,3,3,237,1,1,0,Greater Cairo,Carnell Park,,6000000,0,0,4500000
633,61cc4e6d61795c05c0bf5b89,1,1,1,4199998,17722,4199998,17722,1,2021,0,1,4,237,3,4,237,0,3,22,Matrouh,Hacienda Bay,Palm Hills,4199998,0,0,4000000
576,618c14b650988ed12f690c51,1,1,1,4550000,18958,4550000,18958,1,2021,0,0,0,240,4,3,240,1,1,20,Greater Cairo,Etapa,City Edge Developments ,4550000,0,0,4500000
15,6171b2878187812b91a86753,1,1,1,6700000,27917,6700000,27917,1,2021,0,0,6,240,3,3,220,1,1,20,Greater Cairo,Allegria,Sodic,6700000,0,0,4500000
111,602a94bb61d8cc00118388e0,1,1,0,11000000,45833,11000000,45833,1,2020,0,0,0,240,3,3,240,0,0,23,Greater Cairo,,,11000000,0,0,4500000
974,61bdc417e963318ba6f2370b,1,0,1,4171951,17384,11235888,46817,7,2023,1,0,0,240,3,4,240,1,0,11,Greater Cairo,Uptown Cairo,Emaar Misr,898871,8,107677,4500000
141,602c0cfeae9127001104711c,1,1,0,4500000,18750,4500000,18750,1,2020,0,0,0,240,3,3,240,0,0,8,Greater Cairo,,,4500000,0,0,4500000
166,602e82c47fb9a30012a21874,1,1,0,5000000,20833,5000000,20833,1,2020,0,0,0,240,3,3,240,0,0,23,Greater Cairo,,,5000000,0,0,4500000
34,61531c04929dd58091837380,0,1,1,5200000,21667,5200000,21667,7,2021,0,0,6,240,4,3,260,1,0,14,Greater Cairo,palm hills katameya extension (pk2),Palm Hills,5200000,0,0,5500000
687,61892fdfa0af6f15abf19461,0,1,1,4300000,17917,4300000,17917,3,2021,0,1,0,240,3,3,240,1,0,14,Greater Cairo,Eastown,Sodic,4300000,0,0,3300000
946,6193a86850ac7c17e1e0fc74,1,1,1,4650000,19375,4650000,19375,1,2021,0,1,1,240,4,4,240,1,3,22,Matrouh,Hacienda Bay,Palm Hills,4650000,0,0,4000000
893,618bbc7d50988ed12f68f22f,0,1,1,5860000,24315,5860000,24315,1,2021,0,0,0,241,3,4,241,1,1,0,Greater Cairo,District One,,5860000,0,0,3500000
56,613f0d145cda62142bded22a,1,1,1,8000000,32787,8000000,32787,1,2021,0,0,0,244,3,3,244,1,0,14,Greater Cairo,Mivida,Emaar Misr,8000000,0,0,4500000
268,61c99ae45f5316dcf045e13a,1,1,1,5387167,22079,5387167,22079,1,2021,0,0,2,244,4,3,244,1,0,14,Greater Cairo,Azad,,5387167,0,0,4500000
719,618bff2450ac7c17e1ded324,1,1,1,4100000,16735,4100000,16735,1,2021,0,1,2,245,3,3,315,1,1,20,Greater Cairo,Casa,Palm Hills,4100000,0,0,4500000
976,618902edc9d894e71c0b3b74,1,1,1,4250000,17347,4250000,17347,8,2021,0,0,0,245,3,4,245,1,0,14,Greater Cairo,Katameya Plaza,,4250000,0,0,4500000
